Timestamp,Hand,Gesture,Confidence,Landmark Count,Detecte Movement
1767349157857,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157857,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157857,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158006,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158006,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158006,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158006,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158142,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158142,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158142,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158142,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158262,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158262,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349158388,Left,OK 👌,0,21,EXPRESSION_TRISTESSE
1767349158542,Left,OK 👌,0,21,EXPRESSION_TRISTESSE
